gameid	Trial	condition	TrialType	ControlType	ItemID	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	NumSameDistractors	DistractorsNoun	DistractorsRedProp	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	directorViewOrdered	guesserViewOrdered
v2wjnDx3DtsuFJwq8	20	size_same_same_f	target	undefined	chair_stapler	small_yellow_stapler	color	minimal	color	size	5	3	same	same	yellow stapler	NA	yellow stapler	1	0	stapler	small	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_red_stapler	big_yellow_chair	big_red_stapler	small_red_stapler	small_red_stapler	small_red_stapler,small_red_stapler,big_yellow_chair,big_red_stapler,small_red_stapler,small_yellow_stapler,small_red_stapler	small_red_stapler,small_red_stapler,small_yellow_stapler,small_red_stapler,small_red_stapler,big_yellow_chair,big_red_stapler
v2wjnDx3DtsuFJwq8	21	size_basic_filler_3_f	control	size_redundant	door_ornament	small_red_ornament	size and color	redundant	color	size	3	1	no_extras	no_extras	small red ornament	NA	small red ornament	0	1	ornament	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_ornament	big_red_ornament	small_white_door	NA	NA	big_red_ornament,big_red_ornament,small_red_ornament,small_white_door,big_white_ornament	small_red_ornament,small_red_ornament,big_white_ornament,big_red_ornament,small_white_door
v2wjnDx3DtsuFJwq8	22	size_basic_filler_1_f	control	both_necessary	guitar_mouse	big_white_mouse	size and color	redundant	color	size	3	1	no_extras	no_extras	big white mouse	NA	big white mouse	0	1	mouse	big	white	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_mouse	small_red_guitar	small_white_mouse	NA	NA	big_white_mouse,big_white_mouse,small_white_mouse,big_red_mouse,small_red_guitar	big_white_mouse,big_white_mouse,big_red_mouse,small_white_mouse,small_red_guitar
v2wjnDx3DtsuFJwq8	23	color_diff_diff_f	target	undefined	scarf_mug	small_red_mug	size and color	redundant	size	color	5	1	diff	diff	small red mug	NA	small red mug	0	1	mug	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_mug	small_white_scarf	big_white_mug	big_white_scarf	big_white_scarf	big_red_mug,big_red_mug,small_red_mug,big_white_scarf,small_white_scarf,big_white_mug,big_white_scarf	small_white_scarf,small_white_scarf,big_red_mug,big_white_scarf,big_white_scarf,small_red_mug,big_white_mug
v2wjnDx3DtsuFJwq8	24	color_same_diff_f	target	undefined	ruler_pan	small_white_pan	size and color	redundant	size	color	5	1	same	diff	small white pan	NA	small white pan	0	1	pan	small	white	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_pan	small_blue_ruler	big_blue_pan	big_blue_pan	big_blue_pan	small_blue_ruler,small_blue_ruler,big_blue_pan,big_white_pan,big_blue_pan,big_blue_pan,small_white_pan	big_blue_pan,big_blue_pan,big_blue_pan,big_white_pan,small_white_pan,big_blue_pan,small_blue_ruler
v2wjnDx3DtsuFJwq8	25	size_basic_target_f	target	undefined	napkin_clock	small_blue_clock	color	minimal	color	size	3	1	no_extras	no_extras	blue clock	NA	blue clock	1	0	clock	small	blue	TRUE	FALSE	TRUE	FALSE	FALSE	small_red_clock	big_blue_napkin	big_red_clock	NA	NA	big_red_clock,big_red_clock,big_blue_napkin,small_blue_clock,small_red_clock	small_blue_clock,small_blue_clock,big_red_clock,big_blue_napkin,small_red_clock
v2wjnDx3DtsuFJwq8	26	color_same_same_m	target	undefined	lipstick_cake	big_black_cake	size and color	redundant	size	color	5	3	same	same	big black cake	NA	big black cake	0	1	cake	big	black	TRUE	TRUE	TRUE	FALSE	FALSE	small_black_cake	big_orange_lipstick	small_orange_cake	small_black_cake	small_black_cake	big_black_cake,big_black_cake,small_black_cake,small_black_cake,big_orange_lipstick,small_orange_cake,small_black_cake	small_orange_cake,small_orange_cake,small_black_cake,small_black_cake,big_orange_lipstick,small_black_cake,big_black_cake
v2wjnDx3DtsuFJwq8	28	color_basic_filler_1_f	control	both_necessary	cap_candle	small_red_candle	size and color	redundant	size	color	3	1	no_extras	no_extras	small red candle	NA	small red candle	0	1	candle	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_candle	big_yellow_cap	small_yellow_candle	NA	NA	small_yellow_candle,small_yellow_candle,big_yellow_cap,big_red_candle,small_red_candle	big_red_candle,big_red_candle,small_red_candle,small_yellow_candle,big_yellow_cap
v2wjnDx3DtsuFJwq8	29	size_diff_diff_f	target	undefined	ring_flower	small_white_flower	color	minimal	color	size	5	1	diff	diff	white flower	NA	white flower	1	0	flower	small	white	TRUE	FALSE	TRUE	FALSE	FALSE	small_blue_flower	big_white_ring	big_blue_flower	big_blue_ring	big_blue_ring	small_white_flower,small_white_flower,big_blue_ring,small_blue_flower,big_blue_ring,big_blue_flower,big_white_ring	big_blue_ring,big_blue_ring,big_white_ring,small_white_flower,small_blue_flower,big_blue_flower,big_blue_ring
v2wjnDx3DtsuFJwq8	32	size_basic_filler_3_m	control	size_redundant	razor_shell	small_black_shell	color	minimal	color	size	3	1	no_extras	no_extras	little black shell	NA	little black shell	1	0	shell	small	black	TRUE	FALSE	TRUE	FALSE	FALSE	big_green_shell	big_black_shell	small_green_razor	NA	NA	big_black_shell,big_black_shell,big_green_shell,small_black_shell,small_green_razor	big_green_shell,big_green_shell,small_black_shell,small_green_razor,big_black_shell
yoWMR6euYRLwu8HkA	1	color_same_same_m	target	undefined	calendar_shell	big_black_shell	size and color	redundant	size	color	5	3	same	same	it is the biggest black shell	NA	the biggest black shell	0	1	shell	big	black	TRUE	TRUE	TRUE	FALSE	TRUE	small_black_shell	big_purple_calendar	small_purple_shell	small_black_shell	small_black_shell	small_black_shell,small_black_shell,small_black_shell,small_purple_shell,big_black_shell,small_black_shell,big_purple_calendar	big_purple_calendar,big_purple_calendar,big_black_shell,small_purple_shell,small_black_shell,small_black_shell,small_black_shell
yoWMR6euYRLwu8HkA	3	size_same_diff_m	target	undefined	present_pencil	big_red_pencil	color	minimal	color	size	5	1	same	diff	it is the red pencil	NA	the red pencil	1	0	pencil	big	red	TRUE	FALSE	TRUE	FALSE	TRUE	big_blue_pencil	small_red_present	small_blue_pencil	small_blue_pencil	small_blue_pencil	big_red_pencil,big_red_pencil,small_red_present,big_blue_pencil,small_blue_pencil,small_blue_pencil,small_blue_pencil	big_red_pencil,big_red_pencil,small_red_present,small_blue_pencil,big_blue_pencil,small_blue_pencil,small_blue_pencil
yoWMR6euYRLwu8HkA	4	size_basic_filler_3_m	control	size_redundant	piano_lock	small_orange_lock	size and color	redundant	color	size	3	1	no_extras	no_extras	it is the smallest orange lock	NA	the smallest orange lock	0	1	lock	small	orange	TRUE	TRUE	TRUE	FALSE	TRUE	big_green_lock	big_orange_lock	small_green_piano	NA	NA	small_green_piano,small_green_piano,big_orange_lock,small_orange_lock,big_green_lock	small_green_piano,small_green_piano,big_green_lock,big_orange_lock,small_orange_lock
yoWMR6euYRLwu8HkA	5	color_basic_filler_1_m	control	both_necessary	cushion_mask	small_blue_mask	size and color	redundant	size	color	3	1	no_extras	no_extras	it is the smallest blue face mask	NA	the smallest blue face mask	0	1	mask	small	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_blue_mask	big_red_cushion	small_red_mask	NA	NA	big_red_cushion,big_red_cushion,small_red_mask,small_blue_mask,big_blue_mask	small_blue_mask,small_blue_mask,small_red_mask,big_blue_mask,big_red_cushion
yoWMR6euYRLwu8HkA	6	size_basic_filler_2_f	control	noun_sufficient	tie_sock	big_orange_sock	color	minimal	color	size	3	1	no_extras	no_extras	it is the orange sock	NA	the orange sock	1	0	sock	big	orange	TRUE	FALSE	TRUE	FALSE	TRUE	small_orange_tie	small_purple_tie	big_purple_tie	NA	NA	big_purple_tie,big_purple_tie,small_orange_tie,big_orange_sock,small_purple_tie	small_orange_tie,small_orange_tie,big_orange_sock,big_purple_tie,small_purple_tie
yoWMR6euYRLwu8HkA	7	color_same_diff_f	target	undefined	billiardball_calculator	small_red_calculator	size and color	redundant	size	color	5	1	same	diff	it is the smallest red calculator	NA	the smallest red calculator	0	1	calculator	small	red	TRUE	TRUE	TRUE	FALSE	TRUE	big_red_calculator	small_blue_billiardball	big_blue_calculator	big_blue_calculator	big_blue_calculator	big_blue_calculator,big_blue_calculator,small_blue_billiardball,small_red_calculator,big_red_calculator,big_blue_calculator,big_blue_calculator	big_blue_calculator,big_blue_calculator,big_blue_calculator,small_blue_billiardball,small_red_calculator,big_red_calculator,big_blue_calculator
yoWMR6euYRLwu8HkA	8	size_same_diff_f	target	undefined	lamp_chair	small_white_chair	color	minimal	color	size	5	1	same	diff	it is the white chair	NA	the white chair	1	0	chair	small	white	TRUE	FALSE	TRUE	FALSE	TRUE	small_red_chair	big_white_lamp	big_red_chair	big_red_chair	big_red_chair	small_white_chair,small_white_chair,big_red_chair,big_white_lamp,small_red_chair,big_red_chair,big_red_chair	big_red_chair,big_red_chair,big_red_chair,small_white_chair,small_red_chair,big_white_lamp,big_red_chair
yoWMR6euYRLwu8HkA	9	size_same_same_f	target	undefined	magnifyingglass_ruler	small_red_ruler	color	minimal	color	size	5	3	same	same	it is the red ruler	NA	the red ruler	1	0	ruler	small	red	TRUE	FALSE	TRUE	FALSE	TRUE	small_blue_ruler	big_red_magnifyingglass	big_blue_ruler	small_blue_ruler	small_blue_ruler	small_blue_ruler,small_blue_ruler,big_red_magnifyingglass,small_blue_ruler,small_red_ruler,small_blue_ruler,big_blue_ruler	big_blue_ruler,big_blue_ruler,small_blue_ruler,big_red_magnifyingglass,small_blue_ruler,small_blue_ruler,small_red_ruler
yoWMR6euYRLwu8HkA	10	size_diff_diff_m	target	undefined	airplane_whistle	big_purple_whistle	color	minimal	color	size	5	1	diff	diff	it is the purple whistle	NA	the purple whistle	1	0	whistle	big	purple	TRUE	FALSE	TRUE	FALSE	TRUE	big_black_whistle	small_purple_airplane	small_black_whistle	small_black_airplane	small_black_airplane	big_purple_whistle,big_purple_whistle,small_black_airplane,big_black_whistle,small_black_whistle,small_black_airplane,small_purple_airplane	big_black_whistle,big_black_whistle,small_purple_airplane,big_purple_whistle,small_black_whistle,small_black_airplane,small_black_airplane
yoWMR6euYRLwu8HkA	12	color_diff_diff_f	target	undefined	scarf_pan	small_red_pan	size and color	redundant	size	color	5	1	diff	diff	it is the smallest red pan	NA	the smallest red pan	0	1	pan	small	red	TRUE	TRUE	TRUE	FALSE	TRUE	big_red_pan	small_blue_scarf	big_blue_pan	big_blue_scarf	big_blue_scarf	big_blue_scarf,big_blue_scarf,big_blue_pan,big_red_pan,small_red_pan,big_blue_scarf,small_blue_scarf	big_blue_scarf,big_blue_scarf,big_blue_pan,small_blue_scarf,small_red_pan,big_red_pan,big_blue_scarf
yoWMR6euYRLwu8HkA	13	size_basic_filler_1_m	control	both_necessary	fish_vase	big_black_vase	size and color	redundant	color	size	3	1	no_extras	no_extras	it is the largest black vase	NA	the largest black vase	0	1	vase	big	black	TRUE	TRUE	TRUE	FALSE	TRUE	big_purple_vase	small_purple_fish	small_black_vase	NA	NA	big_black_vase,big_black_vase,small_purple_fish,big_purple_vase,small_black_vase	big_black_vase,big_black_vase,small_purple_fish,small_black_vase,big_purple_vase
yoWMR6euYRLwu8HkA	14	size_basic_filler_1_f	control	both_necessary	cap_napkin	big_white_napkin	size and color	redundant	color	size	3	1	no_extras	no_extras	it is the largest white cloth	NA	the largest white cloth	0	1	napkin	big	white	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_napkin	small_yellow_cap	small_white_napkin	NA	NA	small_white_napkin,small_white_napkin,small_yellow_cap,big_yellow_napkin,big_white_napkin	big_yellow_napkin,big_yellow_napkin,small_white_napkin,big_white_napkin,small_yellow_cap
yoWMR6euYRLwu8HkA	15	size_diff_same_f	target	undefined	spoon_fork	small_purple_fork	color	minimal	color	size	5	3	diff	same	it is the purple fork	NA	the purple fork	1	0	fork	small	purple	TRUE	FALSE	TRUE	FALSE	TRUE	small_black_fork	big_purple_spoon	big_black_fork	small_black_spoon	small_black_spoon	small_purple_fork,small_purple_fork,big_black_fork,small_black_fork,big_purple_spoon,small_black_spoon,small_black_spoon	big_black_fork,big_black_fork,big_purple_spoon,small_black_fork,small_black_spoon,small_purple_fork,small_black_spoon
yoWMR6euYRLwu8HkA	16	color_same_same_f	target	undefined	crown_door	small_yellow_door	size and color	redundant	size	color	5	3	same	same	it is the smallest yellow door	NA	the smallest yellow door	0	1	door	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_door	small_red_crown	big_red_door	big_yellow_door	big_yellow_door	big_red_door,big_red_door,big_yellow_door,big_yellow_door,small_red_crown,big_yellow_door,small_yellow_door	big_yellow_door,big_yellow_door,big_yellow_door,big_yellow_door,small_yellow_door,small_red_crown,big_red_door
yoWMR6euYRLwu8HkA	17	color_diff_diff_m	target	undefined	truck_microscope	big_orange_microscope	size and color	redundant	size	color	5	1	diff	diff	it is the biggest orange lens	NA	the biggest orange lens	0	1	microscope	big	orange	TRUE	TRUE	TRUE	FALSE	TRUE	small_orange_microscope	big_green_truck	small_green_microscope	small_green_truck	small_green_truck	small_orange_microscope,small_orange_microscope,big_orange_microscope,big_green_truck,small_green_microscope,small_green_truck,small_green_truck	big_orange_microscope,big_orange_microscope,small_green_truck,big_green_truck,small_orange_microscope,small_green_microscope,small_green_truck
yoWMR6euYRLwu8HkA	18	color_basic_target_m	target	undefined	cake_drum	small_black_drum	size and color	redundant	size	color	3	1	no_extras	no_extras	it is the smallest black drum	NA	the smallest black drum	0	1	drum	small	black	TRUE	TRUE	TRUE	FALSE	TRUE	big_black_drum	small_orange_cake	big_orange_drum	NA	NA	small_black_drum,small_black_drum,big_black_drum,small_orange_cake,big_orange_drum	big_orange_drum,big_orange_drum,small_orange_cake,big_black_drum,small_black_drum
yoWMR6euYRLwu8HkA	19	size_same_same_m	target	undefined	bike_frame	big_red_frame	color	minimal	color	size	5	3	same	same	it is the red picture frame	NA	the red frame	1	0	frame	big	red	TRUE	FALSE	TRUE	FALSE	TRUE	big_yellow_frame	small_red_bike	small_yellow_frame	big_yellow_frame	big_yellow_frame	big_yellow_frame,big_yellow_frame,big_yellow_frame,big_yellow_frame,big_red_frame,small_yellow_frame,small_red_bike	big_yellow_frame,big_yellow_frame,small_red_bike,big_red_frame,small_yellow_frame,big_yellow_frame,big_yellow_frame
yoWMR6euYRLwu8HkA	20	color_diff_same_m	target	undefined	phone_coathanger	big_blue_coathanger	size and color	redundant	size	color	5	3	diff	same	it is the biggest blue hanger	NA	the biggest blue hanger	0	1	coathanger	big	blue	TRUE	TRUE	TRUE	FALSE	TRUE	small_blue_coathanger	big_yellow_phone	small_yellow_coathanger	small_blue_phone	small_blue_phone	big_yellow_phone,big_yellow_phone,small_yellow_coathanger,big_blue_coathanger,small_blue_coathanger,small_blue_phone,small_blue_phone	small_blue_phone,small_blue_phone,small_blue_coathanger,small_blue_phone,big_yellow_phone,small_yellow_coathanger,big_blue_coathanger
yoWMR6euYRLwu8HkA	22	size_diff_same_m	target	undefined	lipstick_hammer	big_black_hammer	color	minimal	color	size	5	3	diff	same	it is the black hammer	NA	the black hammer	1	0	hammer	big	black	TRUE	FALSE	TRUE	FALSE	TRUE	big_green_hammer	small_black_lipstick	small_green_hammer	big_green_lipstick	big_green_lipstick	big_green_hammer,big_green_hammer,big_black_hammer,big_green_lipstick,small_black_lipstick,small_green_hammer,big_green_lipstick	big_black_hammer,big_black_hammer,small_green_hammer,big_green_lipstick,big_green_hammer,small_black_lipstick,big_green_lipstick
yoWMR6euYRLwu8HkA	23	size_diff_diff_f	target	undefined	tent_shovel	small_green_shovel	color	minimal	color	size	5	1	diff	diff	it is the green shovel	NA	the green shovel	1	0	shovel	small	green	TRUE	FALSE	TRUE	FALSE	TRUE	small_black_shovel	big_green_tent	big_black_shovel	big_black_tent	big_black_tent	small_green_shovel,small_green_shovel,big_black_shovel,small_black_shovel,big_green_tent,big_black_tent,big_black_tent	big_green_tent,big_green_tent,big_black_tent,big_black_tent,big_black_shovel,small_green_shovel,small_black_shovel
yoWMR6euYRLwu8HkA	24	size_basic_filler_3_f	control	size_redundant	ring_guitar	small_blue_guitar	size and color	redundant	color	size	3	1	no_extras	no_extras	it is the smallest blue guitar	NA	the smallest blue guitar	0	1	guitar	small	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_guitar	big_blue_guitar	small_yellow_ring	NA	NA	big_yellow_guitar,big_yellow_guitar,small_blue_guitar,big_blue_guitar,small_yellow_ring	small_blue_guitar,small_blue_guitar,big_yellow_guitar,small_yellow_ring,big_blue_guitar
yoWMR6euYRLwu8HkA	25	color_same_diff_m	target	undefined	bed_armchair	big_red_armchair	size and color	redundant	size	color	5	1	same	diff	it is the biggest red chair	NA	the biggest red chair	0	1	armchair	big	red	TRUE	TRUE	TRUE	FALSE	TRUE	small_red_armchair	big_yellow_bed	small_yellow_armchair	small_yellow_armchair	small_yellow_armchair	big_red_armchair,big_red_armchair,small_yellow_armchair,small_red_armchair,small_yellow_armchair,small_yellow_armchair,big_yellow_bed	small_yellow_armchair,small_yellow_armchair,small_yellow_armchair,small_yellow_armchair,big_red_armchair,small_red_armchair,big_yellow_bed
yoWMR6euYRLwu8HkA	26	color_basic_filler_1_f	control	both_necessary	stapler_belt	small_red_belt	size and color	redundant	size	color	3	1	no_extras	no_extras	it is the smaller red lanyard	NA	the smaller red lanyard	0	1	belt	small	red	TRUE	TRUE	TRUE	FALSE	TRUE	big_red_belt	big_yellow_stapler	small_yellow_belt	NA	NA	big_yellow_stapler,big_yellow_stapler,small_yellow_belt,big_red_belt,small_red_belt	big_red_belt,big_red_belt,small_yellow_belt,big_yellow_stapler,small_red_belt
yoWMR6euYRLwu8HkA	27	size_basic_target_m	target	undefined	screwdriver_razor	small_purple_razor	color	minimal	color	size	3	1	no_extras	no_extras	it is the purple razor	NA	the purple razor	1	0	razor	small	purple	TRUE	FALSE	TRUE	FALSE	TRUE	small_green_razor	big_purple_screwdriver	big_green_razor	NA	NA	small_green_razor,small_green_razor,big_purple_screwdriver,big_green_razor,small_purple_razor	big_green_razor,big_green_razor,small_purple_razor,big_purple_screwdriver,small_green_razor
yoWMR6euYRLwu8HkA	28	color_basic_target_f	target	undefined	clock_flower	small_blue_flower	size and color	redundant	size	color	3	1	no_extras	no_extras	it is the smallest blue flower	NA	the smallest blue flower	0	1	flower	small	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_blue_flower	small_white_clock	big_white_flower	NA	NA	big_white_flower,big_white_flower,big_blue_flower,small_white_clock,small_blue_flower	small_blue_flower,small_blue_flower,big_blue_flower,big_white_flower,small_white_clock
yoWMR6euYRLwu8HkA	31	color_diff_same_f	target	undefined	dress_key	small_yellow_key	size and color	redundant	size	color	5	3	diff	same	it is the smallest yellow key	NA	the smallest yellow key	0	1	key	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_key	small_red_dress	big_red_key	big_yellow_dress	big_yellow_dress	big_red_key,big_red_key,big_yellow_key,small_yellow_key,small_red_dress,big_yellow_dress,big_yellow_dress	big_red_key,big_red_key,big_yellow_dress,small_red_dress,small_yellow_key,big_yellow_key,big_yellow_dress
yoWMR6euYRLwu8HkA	32	size_basic_target_f	target	undefined	remote_ladle	small_black_ladle	color	minimal	color	size	3	1	no_extras	no_extras	it is the black spoon	NA	the black spoon	1	0	ladle	small	black	TRUE	FALSE	TRUE	FALSE	TRUE	small_purple_ladle	big_black_remote	big_purple_ladle	NA	NA	small_purple_ladle,small_purple_ladle,small_black_ladle,big_purple_ladle,big_black_remote	big_purple_ladle,big_purple_ladle,small_black_ladle,small_purple_ladle,big_black_remote
922q4ecqXpeWpGdT4	1	size_diff_same_f	target	undefined	ladle_tie	small_green_tie	color	minimal	color	size	5	3	diff	same	green tie	NA	green tie	1	0	tie	small	green	TRUE	FALSE	TRUE	FALSE	FALSE	small_black_tie	big_green_ladle	big_black_tie	small_black_ladle	small_black_ladle	big_black_tie,big_black_tie,small_black_tie,small_black_ladle,big_green_ladle,small_black_ladle,small_green_tie	big_black_tie,big_black_tie,big_green_ladle,small_black_ladle,small_black_ladle,small_black_tie,small_green_tie
922q4ecqXpeWpGdT4	2	color_basic_target_f	target	undefined	napkin_chair	small_yellow_chair	size and color	redundant	size	color	3	1	no_extras	no_extras	small yellow chair	NA	small yellow chair	0	1	chair	small	yellow	TRUE	TRUE	TRUE	FALSE	FALSE	big_yellow_chair	small_white_napkin	big_white_chair	NA	NA	big_yellow_chair,big_yellow_chair,small_white_napkin,small_yellow_chair,big_white_chair	big_yellow_chair,big_yellow_chair,big_white_chair,small_yellow_chair,small_white_napkin
922q4ecqXpeWpGdT4	5	color_same_diff_f	target	undefined	pan_candle	small_white_candle	size and color	redundant	size	color	5	1	same	diff	small white candle	NA	small white candle	0	1	candle	small	white	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_candle	small_blue_pan	big_blue_candle	big_blue_candle	big_blue_candle	big_blue_candle,big_blue_candle,big_white_candle,big_blue_candle,small_blue_pan,big_blue_candle,small_white_candle	small_blue_pan,small_blue_pan,big_white_candle,big_blue_candle,small_white_candle,big_blue_candle,big_blue_candle
922q4ecqXpeWpGdT4	6	color_diff_diff_m	target	undefined	cake_robot	big_black_robot	size	minimal	size	color	5	1	diff	diff	big robot toy	NA	big robot toy	1	0	robot	big	black	FALSE	TRUE	TRUE	FALSE	FALSE	small_black_robot	big_purple_cake	small_purple_robot	small_purple_cake	small_purple_cake	small_purple_cake,small_purple_cake,small_black_robot,big_purple_cake,small_purple_robot,small_purple_cake,big_black_robot	big_purple_cake,big_purple_cake,small_purple_cake,small_black_robot,small_purple_cake,small_purple_robot,big_black_robot
922q4ecqXpeWpGdT4	7	size_diff_diff_m	target	undefined	bed_rug	big_red_rug	color	minimal	color	size	5	1	diff	diff	red rug	NA	red rug	1	0	rug	big	red	TRUE	FALSE	TRUE	FALSE	FALSE	big_yellow_rug	small_red_bed	small_yellow_rug	small_yellow_bed	small_yellow_bed	small_yellow_rug,small_yellow_rug,small_yellow_bed,big_yellow_rug,small_yellow_bed,big_red_rug,small_red_bed	small_yellow_bed,small_yellow_bed,big_red_rug,big_yellow_rug,small_yellow_bed,small_yellow_rug,small_red_bed
922q4ecqXpeWpGdT4	8	size_same_same_f	target	undefined	door_clock	small_blue_clock	size and color	redundant	color	size	5	3	same	same	small blue alarm clock	NA	small blue alarm clock	0	1	clock	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	small_white_clock	big_blue_door	big_white_clock	small_white_clock	small_white_clock	small_white_clock,small_white_clock,big_white_clock,small_white_clock,small_white_clock,small_blue_clock,big_blue_door	big_white_clock,big_white_clock,big_blue_door,small_white_clock,small_blue_clock,small_white_clock,small_white_clock
922q4ecqXpeWpGdT4	9	size_basic_filler_3_f	control	size_redundant	key_ornament	small_yellow_ornament	size and color	redundant	color	size	3	1	no_extras	no_extras	small yellow ornament	NA	small yellow ornament	0	1	ornament	small	yellow	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_ornament	big_yellow_ornament	small_white_key	NA	NA	big_white_ornament,big_white_ornament,small_white_key,small_yellow_ornament,big_yellow_ornament	big_white_ornament,big_white_ornament,small_yellow_ornament,big_yellow_ornament,small_white_key
922q4ecqXpeWpGdT4	10	size_same_diff_m	target	undefined	fish_calendar	big_orange_calendar	color	minimal	color	size	5	1	same	diff	orange calendar	NA	orange calendar	1	0	calendar	big	orange	TRUE	FALSE	TRUE	FALSE	FALSE	big_green_calendar	small_orange_fish	small_green_calendar	small_green_calendar	small_green_calendar	small_green_calendar,small_green_calendar,small_green_calendar,small_green_calendar,big_orange_calendar,small_orange_fish,big_green_calendar	big_green_calendar,big_green_calendar,small_green_calendar,small_green_calendar,small_green_calendar,small_orange_fish,big_orange_calendar
922q4ecqXpeWpGdT4	11	size_basic_filler_1_f	control	both_necessary	remote_sock	big_black_sock	size and color	redundant	color	size	3	1	no_extras	no_extras	big black sock	NA	big black sock	0	1	sock	big	black	TRUE	TRUE	TRUE	FALSE	FALSE	big_orange_sock	small_orange_remote	small_black_sock	NA	NA	big_orange_sock,big_orange_sock,big_black_sock,small_orange_remote,small_black_sock	big_black_sock,big_black_sock,small_orange_remote,big_orange_sock,small_black_sock
922q4ecqXpeWpGdT4	12	color_same_same_f	target	undefined	guitar_billiardball	small_yellow_billiardball	size and color	redundant	size	color	5	3	same	same	small yellow ball	NA	small yellow ball	0	1	billiardball	small	yellow	TRUE	TRUE	TRUE	FALSE	FALSE	big_yellow_billiardball	small_red_guitar	big_red_billiardball	big_yellow_billiardball	big_yellow_billiardball	big_yellow_billiardball,big_yellow_billiardball,small_yellow_billiardball,big_red_billiardball,small_red_guitar,big_yellow_billiardball,big_yellow_billiardball	small_yellow_billiardball,small_yellow_billiardball,big_red_billiardball,big_yellow_billiardball,big_yellow_billiardball,big_yellow_billiardball,small_red_guitar
922q4ecqXpeWpGdT4	13	size_diff_diff_f	target	undefined	mouse_crown	small_red_crown	color	minimal	color	size	5	1	diff	diff	red crown	NA	red crown	1	0	crown	small	red	TRUE	FALSE	TRUE	FALSE	FALSE	small_white_crown	big_red_mouse	big_white_crown	big_white_mouse	big_white_mouse	big_white_crown,big_white_crown,big_red_mouse,big_white_mouse,small_white_crown,small_red_crown,big_white_mouse	small_red_crown,small_red_crown,small_white_crown,big_red_mouse,big_white_crown,big_white_mouse,big_white_mouse
922q4ecqXpeWpGdT4	14	color_same_diff_m	target	undefined	screwdriver_whistle	big_black_whistle	size and color	redundant	size	color	5	1	same	diff	big black whistle	NA	big black whistle	0	1	whistle	big	black	TRUE	TRUE	TRUE	FALSE	FALSE	small_black_whistle	big_green_screwdriver	small_green_whistle	small_green_whistle	small_green_whistle	small_green_whistle,small_green_whistle,small_green_whistle,small_green_whistle,big_black_whistle,small_black_whistle,big_green_screwdriver	small_green_whistle,small_green_whistle,small_green_whistle,big_black_whistle,small_green_whistle,big_green_screwdriver,small_black_whistle
922q4ecqXpeWpGdT4	15	size_diff_same_m	target	undefined	razor_shell	big_orange_shell	color	minimal	color	size	5	3	diff	same	orange shell	NA	orange shell	1	0	shell	big	orange	TRUE	FALSE	TRUE	FALSE	FALSE	big_black_shell	small_orange_razor	small_black_shell	big_black_razor	big_black_razor	big_black_razor,big_black_razor,big_black_shell,big_orange_shell,small_black_shell,small_orange_razor,big_black_razor	big_orange_shell,big_orange_shell,small_black_shell,big_black_razor,small_orange_razor,big_black_shell,big_black_razor
922q4ecqXpeWpGdT4	16	color_diff_same_f	target	undefined	scarf_lamp	small_blue_lamp	size and color	redundant	size	color	5	3	diff	same	small blue lamp	NA	small blue lamp	0	1	lamp	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_lamp	small_white_scarf	big_white_lamp	big_blue_scarf	big_blue_scarf	big_blue_scarf,big_blue_scarf,big_blue_scarf,big_white_lamp,small_blue_lamp,small_white_scarf,big_blue_lamp	small_white_scarf,small_white_scarf,big_blue_scarf,big_blue_scarf,big_white_lamp,small_blue_lamp,big_blue_lamp
922q4ecqXpeWpGdT4	17	size_basic_target_m	target	undefined	comb_balloon	small_blue_balloon	size and color	redundant	color	size	3	1	no_extras	no_extras	small blue balloon	NA	small blue balloon	0	1	balloon	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	small_yellow_balloon	big_blue_comb	big_yellow_balloon	NA	NA	big_blue_comb,big_blue_comb,small_yellow_balloon,small_blue_balloon,big_yellow_balloon	big_blue_comb,big_blue_comb,small_yellow_balloon,small_blue_balloon,big_yellow_balloon
